Index,Object,Intent,Session,GraspType,GraspTypeIndex,Rank,Error,PoseIndex,HandConfiguration,Image
1052,mug,use,3,Precision Sphere,5,1,-0.157721,1132,"0,0.0290062,0.969628,-0.242856,-0.00634165,0.98059,0.0195297,0.195093,-0.0516707,0.193911,-0.243802,-0.950242,0.143719,0.156132,0.713316,1.26266,0.962622",screenshots/mug_3_use.png
1053,mug,use,4,Power Sphere,4,4,-0.166239,1189,"3,-0.264151,-0.0911619,-0.960163,0.0581816,0.255685,0.953285,-0.16085,-0.0149429,0.929972,-0.287988,-0.228502,0.0636299,1.55161,1.55781,0.99775,1.09498",screenshots/mug_4_use.png
1054,mug,use,5,Power Sphere,4,1,-0.11368499999999999,889,"0,-0.68904,-0.206236,-0.69476,0.0385534,-0.70739,0.399805,0.582886,-0.0198619,0.157557,0.893097,-0.42137,0.0566688,1.08523,1.07975,0.946878,1.09506",screenshots/mug_5_use.png
1100,pan,handoff,1,Precision,6,1,-0.32566000000000001,2974,"0,-0.999679,0.0231535,-0.0103016,0.0965823,-0.0133588,-0.826914,-0.562168,0.0265595,-0.0215347,-0.561851,0.826958,-0.0605279,0,1.45674,2.20714,1.21018",screenshots/pan_1_handoff.png
1101,pan,handoff,2,Precision,6,2,-0.256913,880,"1,-0.865744,0.166387,0.47202,0.0938466,0.436172,0.713343,0.54854,-0.0404091,-0.245442,0.680777,-0.690146,0.110506,0.103011,1.53287,2.10669,1.41046",screenshots/pan_2_handoff.png
1102,pan,handoff,3,Small Wrap,3,1,-0.227321,2720,"0,-0.135441,0.989774,-0.0447563,0.100938,-0.0163123,0.042939,0.998944,-0.0108077,0.990651,0.136028,0.0103297,0.0506448,0,2.51327,2.15344,2.46987",screenshots/pan_3_handoff.png
1103,pan,handoff,4,Precision,6,3,-0.22525000000000001,1153,,screenshots/pan_4_handoff.png
1104,pan,handoff,5,Invalid,7,18,-0.222496,885,,screenshots/pan_5_handoff.png
1150,pan,use,1,Small Wrap,3,1,-0.24402799999999999,884,"0,0.00556151,0.945619,0.325228,0.12412,0.180778,-0.320825,0.929725,-0.0114589,0.983507,0.0536235,-0.172732,0.0540009,0,2.51327,2.18784,2.49026",screenshots/pan_1_use.png
1151,pan,use,2,Small Wrap,3,1,-0.32763900000000001,872,,screenshots/pan_2_use.png
1152,pan,use,3,Small Wrap,3,5,-0.185611,886,"4,0.0413474,0.954663,0.294802,0.109976,0.0526955,-0.296728,0.953507,-0.0349741,0.997754,-0.0238903,-0.0625754,0.0565599,0,2.51327,2.18784,2.43459",screenshots/pan_3_use.png
1153,pan,use,4,Small Wrap,3,1,-0.23727400000000001,2720,"0,-0.142004,0.987619,-0.0666428,0.10251,-0.0501758,0.0600567,0.996933,-0.0110476,0.988593,0.144912,0.0410263,0.051181,0,2.51327,2.15344,2.47688",screenshots/pan_4_use.png
1154,pan,use,5,Small Wrap,3,5,-0.198349,886,,screenshots/pan_5_use.png
1200,scissors,handoff,1,Precision,6,2,-0.27518399999999998,1991,,screenshots/scissors_1_handoff.png
1201,scissors,handoff,2,Small Wrap,3,2,-0.30251499999999998,808,"1,0.750022,0.112987,0.65169,0.0198129,0.0274697,0.97913,-0.201371,-0.0676761,-0.660841,0.168935,0.731266,-0.0117464,3.14159,2.51327,2.20396,2.14564",screenshots/scissors_2_handoff.png
1202,scissors,handoff,3,Small Wrap,3,1,-0.23883799999999999,1948,"0,0.49528,-0.143691,-0.856767,0.0112298,-0.238063,-0.970922,0.0252171,-0.0513136,-0.835477,0.191475,-0.515086,-0.019083,0,2.51327,2.14144,2.36",screenshots/scissors_3_handoff.png
1203,scissors,handoff,4,Invalid,7,16,-0.18057300000000001,2018,,screenshots/scissors_4_handoff.png
1204,scissors,handoff,5,Small Wrap,3,1,-0.14987800000000001,1948,"0,0.430219,-0.16519,-0.887481,0.00964771,-0.116728,-0.985041,0.126764,-0.0480351,-0.895146,0.0490575,-0.443065,-0.0204608,0,2.51327,2.14144,2.48859",screenshots/scissors_5_handoff.png
1250,scissors,use,1,Precision Sphere,5,1,-0.18456,478,"0,-0.219067,0.177094,0.959504,-0.0747702,0.0966487,-0.974615,0.201949,0.0154973,0.970911,0.136975,0.19639,-0.014176,1.35967,1.68805,1.45327,1.45545",screenshots/scissors_1_use.png
1251,scissors,use,2,Small Wrap,3,1,-0.19562399999999999,3164,"0,0.945763,0.111746,0.305035,0.0226496,0.142273,-0.986615,-0.0796836,0.0583409,0.292048,0.11876,-0.949001,0.0128971,3.01333,1.94968,2.11695,1.96387",screenshots/scissors_2_use.png
1252,scissors,use,3,Small Wrap,3,1,-0.18110699999999999,3164,,screenshots/scissors_3_use.png
1253,scissors,use,4,Small Wrap,3,1,-0.187255,2584,"0,0.963135,-0.0880223,-0.254207,-0.0338466,-0.0842021,-0.996112,0.0258919,0.0510788,-0.255498,-0.00353261,-0.966803,0.0153752,2.91704,2.10682,2.51327,1.98975",screenshots/scissors_4_use.png
1254,scissors,use,5,Small Wrap,3,1,-0.17777799999999999,3164,,screenshots/scissors_5_use.png
1300,stapler,handoff,1,Precision,6,1,-0.13151099999999999,406,"0,-0.934516,0.292017,0.203486,-0.0188493,0.322882,0.936108,0.139461,-0.0229959,-0.14976,0.196031,-0.969094,0.120982,0.0310894,1.32054,1.17149,1.40695",screenshots/stapler_1_handoff.png
1301,stapler,handoff,2,Precision,6,1,-0.25629400000000002,97,"0,0.888714,0.18272,-0.420476,0.0803801,-0.155162,0.982899,0.0991739,-0.0153641,0.431406,-0.0228952,0.901867,-0.0447468,0,1.04605,1.28815,1.39058",screenshots/stapler_2_handoff.png
1302,stapler,handoff,3,Power Sphere,4,1,-0.053113,616,"0,-0.00412074,-0.744991,0.667061,-0.0482493,-0.976628,0.14635,0.157414,-0.00103338,-0.214897,-0.650822,-0.728182,0.0507546,0,2.51327,2.50177,0.689783",screenshots/stapler_3_handoff.png
1303,stapler,handoff,4,Precision,6,1,-0.20460999999999999,501,"0,-0.884022,0.118552,-0.452161,0.0365593,0.049871,-0.937863,-0.343401,0.0375905,-0.464776,-0.326124,0.82318,-0.0576945,0,1.21906,1.28681,1.39327",screenshots/stapler_4_handoff.png
1304,stapler,handoff,5,Precision Sphere,5,1,-0.16489200000000001,1007,"0,-0.0657476,-0.768843,0.636048,-0.0731727,-0.942826,0.256588,0.2127,-0.0313806,-0.326735,-0.585698,-0.741755,0.11415,0.0163632,0.970514,1.35785,1.01133",screenshots/stapler_5_handoff.png
1350,stapler,use,1,Precision,6,1,-0.33753699999999998,1648,"0,-0.931221,0.239446,0.274761,-4.71089e-05,0.26349,-0.0785342,0.96146,-0.106433,0.251796,0.967729,0.0100411,0.0243951,0.000535044,1.30637,0.84593,1.17112",screenshots/stapler_1_use.png
1351,stapler,use,2,Power Sphere,4,1,-0.24532399999999999,1437,"0,-0.427155,0.881319,-0.202029,-0.00397508,0.857225,0.323668,-0.400504,-0.0223823,-0.287581,-0.344261,-0.893745,0.0526142,1.39408,1.57385,1.41331,1.54751",screenshots/stapler_2_use.png
1352,stapler,use,3,Power Sphere,4,1,-0.057657,684,"0,0.224518,-0.863561,0.451501,-0.0445517,0.0571774,0.474206,0.878555,-0.0190251,-0.972791,-0.171436,0.155844,0.0179927,0,1.65404,2.51327,0.752122",screenshots/stapler_3_use.png
1353,stapler,use,4,Power Sphere,4,1,-0.011549,2873,"0,-0.0527797,0.994663,-0.0886466,-0.0220119,0.97052,0.0301875,-0.239122,-0.0147708,-0.23517,-0.0986542,-0.966935,0.0452599,1.58953,1.89342,0.0730835,1.55459",screenshots/stapler_4_use.png
1354,stapler,use,5,Medium Wrap,2,1,-0.050174000000000003,372,"0,-0.735283,0.124408,-0.666243,0.0184469,0.173481,0.984809,-0.00756473,-0.00258422,0.655181,-0.121143,-0.745695,0.0583836,0,1.07272,1.3756,1.36607",screenshots/stapler_5_use.png
1400,toothbrush,handoff,1,Precision Sphere,5,9,-0.207346,1385,"8,-0.112114,-0.975446,-0.189569,0.0208716,-0.993689,0.110714,0.0179948,-0.016824,0.00343505,0.19039,-0.981702,0.0806776,1.8088,1.55235,1.55235,1.56431",screenshots/toothbrush_1_handoff.png
1401,toothbrush,handoff,2,Invalid,7,17,-0.052443999999999998,2934,,screenshots/toothbrush_2_handoff.png
1402,toothbrush,handoff,3,Small Wrap,3,2,-0.19883100000000001,988,"1,0.151531,0.969684,-0.191705,0.0544911,-0.0735058,0.204462,0.976111,0.00103964,0.985716,-0.133819,0.10226,0.0241999,0.00546491,2.51327,2.13561,2.4209",screenshots/toothbrush_3_handoff.png
1403,toothbrush,handoff,4,Precision Sphere,5,1,-0.210178,936,"0,-0.293348,-0.935185,0.198433,-0.0252645,0.718263,-0.352578,-0.599822,0.058808,0.630908,-0.0334294,0.775137,-0.0448645,1.52009,1.56879,1.46379,1.59407",screenshots/toothbrush_4_handoff.png
1404,toothbrush,handoff,5,Invalid,7,22,-0.01968,450,,screenshots/toothbrush_5_handoff.png
1450,toothbrush,use,1,Precision Sphere,5,1,-0.171734,389,"0,0.991544,0.0415647,0.12293,0.0291529,-0.0194393,-0.88905,0.457398,-0.0112989,0.128303,-0.455919,-0.880724,0.112257,0.44973,1.09456,1.1467,1.50712",screenshots/toothbrush_1_use.png
1451,toothbrush,use,2,Small Wrap,3,1,-0.181842,1180,"0,0.103029,0.917799,0.383445,0.077407,-0.475239,-0.29323,0.829557,-0.0193309,0.873803,-0.267697,0.405962,0.00569364,0,2.51327,2.22121,2.44975",screenshots/toothbrush_2_use.png
1452,toothbrush,use,3,Small Wrap,3,1,-0.174092,1885,"0,0.0767384,0.997029,0.00662922,0.0484555,0.375463,-0.0350564,0.926174,-0.00396874,0.923654,-0.068584,-0.377038,-0.0102607,0.0482972,2.41275,2.12466,2.39604",screenshots/toothbrush_3_use.png
1453,toothbrush,use,4,Small Wrap,3,1,-0.13991600000000001,1164,"0,-0.284562,-0.843322,-0.455885,0.0543481,0.958398,-0.26133,-0.114805,-0.0131113,-0.0223188,-0.469589,0.882603,0.00680488,3.14159,2.18541,0.771329,2.14904",screenshots/toothbrush_4_use.png
1454,toothbrush,use,5,Small Wrap,3,1,-0.15185599999999999,1928,"0,-0.128104,-0.983125,0.130594,0.0437471,-0.266654,-0.0926868,-0.959325,0.0116322,0.95524,-0.157716,-0.250281,-0.00398008,0.113221,2.51327,2.09407,2.37589",screenshots/toothbrush_5_use.png
1500,toothpaste,handoff,1,Precision,6,1,-0.23468700000000001,1933,"0,-0.932443,-0.194347,0.304596,-0.0555743,0.353504,-0.316354,0.880315,-0.0883816,-0.0747267,0.928521,0.363684,-0.0297463,0.00538549,1.31633,1.30322,1.21899",screenshots/toothpaste_1_handoff.png
1501,toothpaste,handoff,2,Precision,6,1,-0.17547599999999999,2224,"0,-0.958092,0.169961,-0.23059,0.0774134,0.162124,0.985364,0.0526649,-0.0132433,0.236167,0.0130737,-0.971625,0.0838571,0.0316527,1.19825,1.17653,1.29333",screenshots/toothpaste_2_handoff.png
1502,toothpaste,handoff,3,Precision Sphere,5,3,0.069927000000000003,2326,,screenshots/toothpaste_3_handoff.png
1503,toothpaste,handoff,4,Power Sphere,4,2,-0.096807000000000004,392,,screenshots/toothpaste_4_handoff.png
1504,toothpaste,handoff,5,Power Sphere,4,1,-0.17797099999999999,3028,"0,-0.125043,0.960709,-0.247794,-0.0480709,0.312661,0.275185,0.90913,-0.0305318,0.941599,0.0362043,-0.334787,-0.00834471,1.15855,1.78379,0.528012,1.52796",screenshots/toothpaste_5_handoff.png
1550,toothpaste,use,1,Precision Sphere,5,4,0.014649000000000001,1558,"3,0.231777,0.846269,0.479696,-0.0785825,0.910722,-0.0154805,-0.412727,0.0388128,-0.341853,0.532531,-0.774304,0.0787188,0.137589,1.1272,1.52175,1.12907",screenshots/toothpaste_1_use.png
1551,toothpaste,use,2,Small Wrap,3,1,-0.121902,1024,"0,0.98978,-0.0103464,-0.142229,-0.107105,0.00337184,0.998784,-0.0491912,-0.0110073,0.142565,0.0482088,0.988611,-0.0142408,3.14159,2.27978,1.76377,2.38246",screenshots/toothpaste_2_use.png
1552,toothpaste,use,3,Precision Sphere,5,1,-0.060363,1304,"0,0.0649486,0.761545,0.644849,-0.105975,-0.944959,0.254602,-0.205501,0.0192271,-0.320678,-0.596009,0.736164,-0.0710957,1.25321,1.63147,0,1.27307",screenshots/toothpaste_3_use.png
1553,toothpaste,use,4,Precision,6,1,-0.11702899999999999,1810,"0,-0.913803,-0.337649,0.225736,-0.0457836,0.403019,-0.684846,0.607092,-0.030222,-0.0503892,0.645739,0.761894,-0.084734,0.0613101,1.09567,1.122,1.28076",screenshots/toothpaste_4_use.png
1554,toothpaste,use,5,Precision,6,1,-0.158695,2466,"0,0.911491,-0.152015,0.382197,-0.117395,-0.376354,-0.683137,0.625845,-0.0470532,0.165955,-0.714293,-0.679885,0.084813,0.06396,1.41438,1.2747,1.42895",screenshots/toothpaste_5_use.png
1600,utah_teapot,handoff,1,Power Sphere,4,3,-0.331287,2397,,screenshots/utah_teapot_1_handoff.png
1601,utah_teapot,handoff,2,Power Sphere,4,1,-0.075943999999999998,1701,,screenshots/utah_teapot_2_handoff.png
1602,utah_teapot,handoff,3,Power Sphere,4,2,-0.20996200000000001,1001,"1,-0.0636164,0.315208,0.946888,-0.124986,0.00391478,0.948881,-0.315609,-0.00249822,-0.997967,-0.0163711,-0.0615985,0.030642,1.32317,1.15676,1.22111,1.25845",screenshots/utah_teapot_3_handoff.png
1603,utah_teapot,handoff,4,Large Wrap,1,1,0.050317000000000001,2596,"0,0.993957,0.0451074,-0.100063,-0.00216759,-0.0543341,0.994323,-0.0914871,0.0024732,0.0953687,0.0963712,0.990765,-0.027739,0.138197,0.781926,0.797495,0.848437",screenshots/utah_teapot_4_handoff.png
1604,utah_teapot,handoff,5,Power Sphere,4,1,-0.27483600000000002,1191,"0,0.461082,0.253562,0.850359,-0.110126,0.221451,-0.960863,0.166437,0.013936,0.85928,0.111571,-0.499188,0.104797,0.551884,0.790953,1.14099,0.859102",screenshots/utah_teapot_5_handoff.png
1650,utah_teapot,use,1,Power Sphere,4,1,-0.25297900000000001,2397,"0,-0.135067,0.763454,0.631581,-0.110552,0.673652,-0.396679,0.623569,-0.0163877,0.726601,0.50969,-0.460724,0.0579816,1.43992,1.05643,1.37519,0.814687",screenshots/utah_teapot_1_use.png
1651,utah_teapot,use,2,Power Sphere,4,1,-0.307143,2372,,screenshots/utah_teapot_2_use.png
1652,utah_teapot,use,3,Large Wrap,1,2,-0.193241,1981,"1,0.0042201,0.940074,0.340941,-0.0162932,0.996362,0.0250664,-0.081448,0.00533339,-0.0851134,0.340045,-0.936549,0.135027,0,0.75823,1.00572,0.083829",screenshots/utah_teapot_3_use.png
1653,utah_teapot,use,4,Large Wrap,1,1,-0.265233,2581,"0,-0.3249,-0.42197,0.846393,-0.104531,-0.844284,-0.27387,-0.460628,0.0261423,0.426172,-0.864255,-0.267282,0.0733779,0,0.859479,1.42935,0.629755",screenshots/utah_teapot_4_use.png
1654,utah_teapot,use,5,Power Sphere,4,1,-0.22695599999999999,1456,"0,-0.388615,0.568145,0.725389,-0.103598,0.688565,0.702199,-0.181095,-0.0313697,-0.612255,0.429101,-0.66409,0.0997201,1.52383,0.864734,1.48857,1.08207",screenshots/utah_teapot_5_use.png
1700,water_bottle,handoff,1,Medium Wrap,2,1,-0.121962,2224,"0,-0.0197132,-0.580193,0.814241,-0.0384032,-0.145063,0.807441,0.571835,-0.0164304,-0.989226,-0.106843,-0.100082,0.0808973,0,1.21619,1.4182,1.26838",screenshots/water_bottle_1_handoff.png
1701,water_bottle,handoff,2,Power Sphere,4,1,-0.17977099999999999,1864,"0,0.384158,0.0516532,-0.921822,0.0281757,0.907949,0.159986,0.387341,-0.0224353,0.167486,-0.985767,0.0145615,0.112427,1.40518,1.52556,1.62812,1.15959",screenshots/water_bottle_2_handoff.png
1702,water_bottle,handoff,3,Precision,6,4,0.001993,1047,,screenshots/water_bottle_3_handoff.png
1703,water_bottle,handoff,4,Power Sphere,4,1,-0.083306000000000005,1720,"0,-0.942183,-0.238611,-0.235276,0.0163492,-0.293699,0.249964,0.922636,-0.024929,-0.161341,0.938393,-0.305592,0.132873,3.14159,0.000576495,1.43672,0.234715",screenshots/water_bottle_4_handoff.png
1704,water_bottle,handoff,5,Precision Sphere,5,1,-0.12508,596,"0,0.79059,0.371856,-0.486509,0.0439048,0.367727,-0.923597,-0.108371,-0.00430753,-0.489636,-0.0932251,-0.866928,0.16281,0.673677,1.22061,1.2508,1.04252",screenshots/water_bottle_5_handoff.png
1750,water_bottle,use,1,Precision Sphere,5,1,-0.02622,2176,"0,-0.807245,0.115325,-0.57884,0.0737019,0.186589,0.980291,-0.0649078,0.0297114,0.559946,-0.160402,-0.812854,0.139092,1.20895,1.25638,1.25838,0.94553",screenshots/water_bottle_1_use.png
1751,water_bottle,use,2,Precision,6,1,-0.027089999999999999,2724,"0,0.140221,-0.818875,-0.55658,0.0586137,0.135526,0.572717,-0.808473,0.0398646,0.980801,0.0379333,0.191286,0.0817711,0,2.51327,1.06336,1.32719",screenshots/water_bottle_2_use.png
1752,water_bottle,use,3,Precision Sphere,5,1,0.093314999999999995,1925,"0,0.0804729,-0.992663,-0.0902471,0.0324969,-0.530981,0.033932,-0.846704,0.0737036,0.843554,0.116056,-0.524354,0.0797004,0.209674,0.996176,0.459869,1.22187",screenshots/water_bottle_3_use.png
1753,water_bottle,use,4,Precision,6,1,0.080074999999999993,1503,,screenshots/water_bottle_4_use.png
1754,water_bottle,use,5,Medium Wrap,2,1,0.0067380000000000001,3188,,screenshots/water_bottle_5_use.png
1800,wine_glass,handoff,1,Precision,6,1,-0.28323199999999998,1,"0,0.2973,0.111505,0.948251,-0.0739611,-0.258074,0.965574,-0.032629,0.014727,-0.919245,-0.235018,0.315842,0.142082,0,0.995048,1.25273,1.04116",screenshots/wine_glass_1_handoff.png
1801,wine_glass,handoff,2,Power Sphere,4,1,-0.036664000000000002,988,"0,-0.198935,0.0411424,0.979148,-0.0434347,-0.97104,0.126611,-0.202608,-0.0204222,-0.132307,-0.991098,0.0147635,0.186451,1.23106,1.26889,1.4137,1.63759",screenshots/wine_glass_2_handoff.png
1802,wine_glass,handoff,3,Power Sphere,4,1,-0.15823200000000001,2652,"0,0.211034,0.0913809,-0.973197,0.0361225,0.975771,-0.0785334,0.204217,-0.0138507,-0.057767,-0.992715,-0.10574,0.161495,1.49456,1.49456,1.42862,1.3391",screenshots/wine_glass_3_handoff.png
1804,wine_glass,handoff,5,Precision,6,2,-0.32435199999999997,2066,,screenshots/wine_glass_5_handoff.png
1850,wine_glass,use,1,Precision Sphere,5,1,-0.22101999999999999,302,"0,-0.0332106,0.97471,-0.220989,0.0358017,0.903402,0.123854,0.410517,-0.047565,0.427506,-0.186008,-0.884669,0.222448,0.56322,1.18809,1.1978,0.997409",screenshots/wine_glass_1_use.png
1851,wine_glass,use,2,Precision,6,5,-0.21054800000000001,1009,"4,-0.124775,0.973975,-0.189218,-0.00936585,-0.347642,0.135702,0.927755,-0.0967992,0.929288,0.181541,0.321663,0.165027,0.30813,2.44918,0.868062,1.20065",screenshots/wine_glass_2_use.png
1852,wine_glass,use,3,Power Sphere,4,2,0.168014,667,,screenshots/wine_glass_3_use.png
1853,wine_glass,use,4,Precision,6,1,-0.0076639999999999998,2592,"0,0.0992767,-0.835189,0.540928,-0.0112834,0.145054,0.549953,0.822503,-0.0760764,-0.98443,-0.0031915,0.175746,0.147127,0.128325,0.954237,0.839238,1.30558",screenshots/wine_glass_4_use.png
1854,wine_glass,use,5,Precision Sphere,5,1,0.151116,2271,"0,-0.475859,-0.510919,-0.715905,0.0703918,0.877625,-0.222413,-0.424626,0.0695616,0.057723,-0.830358,0.554233,0.0541718,0.136533,1.42258,1.21162,0.969003",screenshots/wine_glass_5_use.png
555,flashlight,use,6,Invalid,7,46,0.071973999999999996,1323,,screenshots/flashlight_6_use.png
16,apple,handoff,17,Power Sphere,4,1,-0.17668500000000001,560,,screenshots/apple_17_handoff.png
17,apple,handoff,18,Power Sphere,4,1,-0.070664000000000005,1664,"0,-0.675459,-0.0484907,-0.735801,0.0531659,0.669475,0.377979,-0.639481,0.0147593,0.309126,-0.924544,-0.222846,0.0506493,1.51189,1.31142,0.254272,1.30287",screenshots/apple_18_handoff.png
18,apple,handoff,19,Power Sphere,4,1,-0.130467,1064,"0,-0.557775,0.787744,0.261431,-0.00528032,-0.22028,0.163186,-0.96169,0.0529131,-0.800227,-0.593995,0.0825033,0.0438419,1.10685,1.37418,0.39702,1.19986",screenshots/apple_19_handoff.png
66,apple,use,17,Power Sphere,4,1,-0.151889,1816,"0,-0.302108,-0.578,0.758054,-0.041144,0.0539798,0.783562,0.618963,-0.0271102,-0.951744,0.227913,-0.205521,0.0413274,1.15752,1.14279,1.30846,1.31877",screenshots/apple_17_use.png
67,apple,use,18,Medium Wrap,2,1,0.030433000000000002,2814,,screenshots/apple_18_use.png
68,apple,use,19,Precision,6,1,-0.121619,2670,"0,-0.458156,0.735781,0.498716,-0.0400598,0.283728,0.652772,-0.702415,0.045315,-0.842372,-0.180316,-0.507834,0.0979234,0.107921,1.01984,1.18668,1.19009",screenshots/apple_19_use.png
118,banana,handoff,19,Precision Sphere,5,1,0.044063999999999999,2863,"0,0.0195041,-0.893177,0.449281,-0.052366,0.532964,-0.370909,-0.76051,0.0840542,0.845913,0.254284,0.468797,-0.0134813,0.0468175,1.29553,1.61269,0.590485",screenshots/banana_19_handoff.png
166,banana,use,17,Precision,6,1,-0.0061479999999999998,3029,,screenshots/banana_17_use.png
168,banana,use,19,Precision Sphere,5,1,0.054328000000000001,1800,"0,-0.0482661,-0.786987,-0.61508,0.121151,-0.996162,-0.00708149,0.0872309,-0.00910357,-0.0730054,0.61693,-0.783625,0.0932136,0.00780473,1.46028,1.75003,1.2435",screenshots/banana_19_use.png
216,bowl,handoff,17,Precision Sphere,5,1,-0.209062,116,"0,-0.43194,-0.260264,-0.863534,0.123931,0.376206,-0.922178,0.08976,0.00209193,-0.819693,-0.286096,0.496238,-0.00935753,1.77028,1.57514,1.04142,1.69218",screenshots/bowl_17_handoff.png
217,bowl,handoff,18,Power Sphere,4,1,-0.15390599999999999,61,"0,0.106264,0.205561,-0.972858,0.0700582,-0.460772,-0.856829,-0.231374,0.03104,-0.881134,0.472853,0.00366697,0.0489081,1.67079,0.944244,1.12802,0.998737",screenshots/bowl_18_handoff.png
218,bowl,handoff,19,Small Wrap,3,1,-0.141065,1549,"0,-0.427065,-0.602476,0.674268,0.0217923,-0.774915,-0.14041,-0.616273,-0.0591497,0.465964,-0.785689,-0.406903,0.0944801,3.12691,2.35585,2.02913,2.26292",screenshots/bowl_19_handoff.png
266,bowl,use,17,Large Wrap,1,1,-0.051950999999999997,1348,"0,0.00690182,0.431536,0.90207,-0.0806727,0.181008,0.88665,-0.425545,0.0219998,-0.983457,0.166219,-0.0719922,0.0815021,0.0956129,0.672488,1.49267,0.770385",screenshots/bowl_17_use.png
267,bowl,use,18,Large Wrap,1,1,0.083914000000000002,2220,"0,0.000724934,-0.860369,-0.509672,0.0470145,-0.413099,-0.464409,0.783372,-0.0618913,-0.910685,0.209977,-0.355754,0.105855,0.151386,0.767697,1.63711,0.768966",screenshots/bowl_18_use.png
268,bowl,use,19,Precision Sphere,5,1,-0.0032339999999999999,1299,"0,-0.974408,0.211032,-0.0774178,0.0172528,0.21759,0.971952,-0.0892341,-0.0118095,0.0564153,-0.103796,-0.992997,0.143207,0.950281,0.756844,1.5513,0.899436",screenshots/bowl_19_use.png
316,cell_phone,handoff,17,Power Sphere,4,1,-0.156556,2265,"0,0.022814,0.988045,-0.152467,-0.0223234,0.383028,0.132232,0.914224,-0.0343328,0.923455,-0.0792564,-0.375432,0.00381631,0.967156,1.79201,0.641823,1.45592",screenshots/cell_phone_17_handoff.png
317,cell_phone,handoff,18,Precision Sphere,5,1,0.055620999999999997,1135,"0,-0.00256874,-0.854966,0.518678,-0.0475668,-0.966863,-0.130287,-0.219547,0.0167945,0.255283,-0.502054,-0.8263,0.114645,0.0521014,1.13249,1.42434,0.939879",screenshots/cell_phone_18_handoff.png
318,cell_phone,handoff,19,Power Sphere,4,1,-0.17647399999999999,1528,"0,0.036325,0.9929,-0.113269,-0.0440538,0.155039,0.106373,0.982164,-0.0296048,0.98724,-0.0532385,-0.150074,0.0173444,1.5296,1.72857,0.964589,1.56085",screenshots/cell_phone_19_handoff.png
366,cell_phone,use,17,Power Sphere,4,1,-0.14985699999999999,2489,"0,0.121069,0.980648,-0.153859,-0.0135212,0.376074,-0.188759,-0.907159,0.0327225,-0.918646,0.0519668,-0.391649,0.00398307,1.15637,1.53749,1.53749,1.54089",screenshots/cell_phone_17_use.png
367,cell_phone,use,18,Power Sphere,4,4,0.022619,2746,"3,0.0927671,-0.170488,0.980983,-0.0811187,-0.863065,0.477518,0.164606,-0.0168546,-0.496501,-0.861922,-0.102844,0.0469083,0,1.22546,1.24837,1.41416",screenshots/cell_phone_18_use.png
368,cell_phone,use,19,Power Sphere,4,1,-0.038352999999999998,824,"0,0.103864,0.97755,-0.183321,-0.025868,0.0326035,-0.187566,-0.981711,0.028605,-0.994057,0.0959873,-0.0513528,0.00404096,1.35802,1.55437,1.55437,1.52365",screenshots/cell_phone_19_use.png
416,cup,handoff,17,Precision,6,1,-0.19648399999999999,1040,"0,0.143502,-0.167672,-0.975342,0.0704434,0.0880722,-0.979468,0.181339,-0.0129648,-0.985723,-0.111923,-0.125788,0.0828244,0,1.08628,1.205,1.10635",screenshots/cup_17_handoff.png
417,cup,handoff,18,Medium Wrap,2,1,-0.016112999999999999,862,"0,-0.955156,-0.197859,-0.220292,0.011364,-0.292895,0.522125,0.800998,-0.0464638,-0.0434649,0.829601,-0.556663,0.0885282,0.089073,0.999628,1.12139,0.783026",screenshots/cup_18_handoff.png
418,cup,handoff,19,Precision,6,1,-0.14760999999999999,3057,"0,0.13488,-0.713053,-0.688013,0.0669662,-0.202334,-0.699548,0.685341,-0.0472909,-0.969984,0.0467695,-0.23863,0.0712511,0,1.06347,0.954959,1.21393",screenshots/cup_19_handoff.png
466,cup,use,17,Precision,6,1,-0.24243000000000001,1488,"0,0.380787,0.25612,-0.888484,0.0723099,0.282287,-0.947201,-0.152064,0.00446063,-0.88052,-0.192903,-0.432982,0.108647,0.00384413,1.06979,1.17379,0.970556",screenshots/cup_17_use.png
467,cup,use,18,Power Sphere,4,1,0.025881999999999999,1485,"0,-0.08736,0.210325,-0.97372,0.0452807,0.979721,0.195069,-0.0457632,-0.0166791,0.180318,-0.957972,-0.223101,0.106169,1.54626,1.31872,0.251726,1.38652",screenshots/cup_18_use.png
468,cup,use,19,Precision,6,4,-0.039522000000000002,66,"3,-0.341387,-0.807776,-0.480576,0.0722264,-0.194854,0.561008,-0.804551,0.0538912,0.919503,-0.181021,-0.34892,0.0883288,0.00857192,0.856643,0.72255,1.30954",screenshots/cup_19_use.png
511,flashlight,handoff,12,Small Wrap,3,1,-0.13469300000000001,2201,,screenshots/flashlight_12_handoff.png
512,flashlight,handoff,13,Small Wrap,3,1,-0.12811600000000001,1292,"0,-0.00167693,0.0198244,0.999802,-0.0105166,-0.998011,-0.0630359,-0.000423892,-0.0160684,0.063015,-0.997814,0.0198907,0.139727,3.14159,2.51327,2.1102,2.54325",screenshots/flashlight_13_handoff.png
513,flashlight,handoff,14,Power Sphere,4,1,0.14094400000000001,125,,screenshots/flashlight_14_handoff.png
514,flashlight,handoff,15,Small Wrap,3,1,-0.085777999999999993,908,"0,-0.429651,0.196941,-0.881257,0.00783324,0.902385,0.057771,-0.427041,0.0284641,-0.033191,-0.978711,-0.202538,0.0122499,0,2.51327,2.08208,2.2648",screenshots/flashlight_15_handoff.png
